Gene name	Human gene stable ID	Human gene name	Query protein or transcript ID	Human homology type	Human orthology confidence [0 low, 1 high]
HIBCH	ENSG00000198130	HIBCH	ENSTGUP00000038374	ortholog_one2one	1
SLC25A26	ENSG00000144741	SLC25A26	ENSTGUP00000035575	ortholog_one2one	1
	ENSG00000048545	GUCA1A	ENSTGUP00000024819	ortholog_one2many	0
					
					
ABCG4	ENSG00000172350	ABCG4	ENSTGUP00000022853	ortholog_one2one	1
RNF44	ENSG00000146083	RNF44	ENSTGUP00000000535	ortholog_one2one	1
					
					
OTUD7B	ENSG00000264522	OTUD7B	ENSTGUP00000004616	ortholog_one2one	1
	ENSG00000104635	SLC39A14	ENSTGUP00000018537	ortholog_one2many	1
					
					
MALSU1	ENSG00000156928	MALSU1	ENSTGUP00000002849	ortholog_one2one	1
					
UHMK1	ENSG00000152332	UHMK1	ENSTGUP00000025836	ortholog_one2one	1
					
					
CNOT8	ENSG00000155508	CNOT8	ENSTGUP00000000713	ortholog_one2one	1
TMEM121B	ENSG00000183307	TMEM121B	ENSTGUP00000030155	ortholog_one2one	1
					
					
					
MYBL2	ENSG00000101057	MYBL2	ENSTGUP00000034938	ortholog_one2one	1
CCPG1	ENSG00000260916	CCPG1	ENSTGUP00000006671	ortholog_one2one	1
LMBRD2	ENSG00000164187	LMBRD2	ENSTGUP00000034481	ortholog_one2one	1
	ENSG00000131969	ABHD12B	ENSTGUP00000003516	ortholog_many2many	1
TSHZ2	ENSG00000182463	TSHZ2	ENSTGUP00000008805	ortholog_one2one	1
					
MRPL2	ENSG00000112651	MRPL2	ENSTGUP00000004970	ortholog_one2one	1
	ENSG00000112599	GUCA1B	ENSTGUP00000001527	ortholog_one2many	1
ARRDC2	ENSG00000105643	ARRDC2	ENSTGUP00000035062	ortholog_one2one	1
					
					
					
VPS45	ENSG00000136631	VPS45	ENSTGUP00000004657	ortholog_one2one	1
					
	ENSG00000129007	CALML4	ENSTGUP00000009887	ortholog_one2many	1
					
tgu-mir-138-2	ENSG00000207649	MIR138-2	ENSTGUT00000018287	ortholog_one2one	1
C9orf72	ENSG00000147894	C9orf72	ENSTGUP00000030639	ortholog_one2one	1
	ENSG00000284508	MIR133A2	ENSTGUT00000018494	ortholog_one2one	0
HNRNPR	ENSG00000125944	HNRNPR	ENSTGUP00000000909	ortholog_one2one	1
H2AZ1	ENSG00000164032	H2AZ1	ENSTGUP00000003619	ortholog_one2one	1
GALT	ENSG00000213930	GALT	ENSTGUP00000019560	ortholog_one2one	1
IGF2BP3	ENSG00000136231	IGF2BP3	ENSTGUP00000002872	ortholog_one2one	1
	ENSG00000020256	ZFP64	ENSTGUP00000033194	ortholog_one2many	1
PIGB	ENSG00000069943	PIGB	ENSTGUP00000006681	ortholog_one2one	1
RPL8	ENSG00000161016	RPL8	ENSTGUP00000006695	ortholog_one2one	1
ELAVL1	ENSG00000066044	ELAVL1	ENSTGUP00000023400	ortholog_one2one	1
tgu-mir-1-1	ENSG00000199017	MIR1-1	ENSTGUT00000018445	ortholog_one2one	1
					
PLEKHO1	ENSG00000023902	PLEKHO1	ENSTGUP00000038162	ortholog_one2one	1
	ENSG00000117595	IRF6	ENSTGUP00000001534	ortholog_one2many	1
HIF1AN	ENSG00000166135	HIF1AN	ENSTGUP00000007866	ortholog_one2one	1
	ENSG00000128973	CLN6	ENSTGUP00000009901	ortholog_one2many	1
					
KCNH4	ENSG00000089558	KCNH4	ENSTGUP00000002637	ortholog_one2one	1
BDH1	ENSG00000161267	BDH1	ENSTGUP00000009247	ortholog_one2one	1
HINFP	ENSG00000172273	HINFP	ENSTGUP00000027241	ortholog_one2one	1
IL17RA	ENSG00000177663	IL17RA	ENSTGUP00000012895	ortholog_one2one	1
CDHR2	ENSG00000074276	CDHR2	ENSTGUP00000000527	ortholog_one2one	1
					
GEMIN5	ENSG00000082516	GEMIN5	ENSTGUP00000000708	ortholog_one2one	1
DOCK11	ENSG00000147251	DOCK11	ENSTGUP00000035799	ortholog_one2one	1
SPOP	ENSG00000121067	SPOP	ENSTGUP00000018837	ortholog_one2one	1
					
					
ATP2B4	ENSG00000058668	ATP2B4	ENSTGUP00000029715	ortholog_one2one	1
					
TSEN54	ENSG00000182173	TSEN54	ENSTGUP00000008809	ortholog_one2one	1
SLC12A3	ENSG00000070915	SLC12A3	ENSTGUP00000006706	ortholog_one2one	1
TGIF1	ENSG00000177426	TGIF1	ENSTGUP00000027282	ortholog_one2one	1
					
					
AMPD3	ENSG00000133805	AMPD3	ENSTGUP00000008256	ortholog_one2one	1
LARGE2	ENSG00000165905	LARGE2	ENSTGUP00000025066	ortholog_one2one	1
					
C1QL3	ENSG00000165985	C1QL3	ENSTGUP00000001364	ortholog_one2one	1
					
					
	ENSG00000162757	C1orf74	ENSTGUP00000030708	ortholog_one2many	1
					
AMPD2	ENSG00000116337	AMPD2	ENSTGUP00000027847	ortholog_one2one	1
					
	ENSG00000138621	PPCDC	ENSTGUP00000024388	ortholog_one2many	1
CARNMT1	ENSG00000156017	CARNMT1	ENSTGUP00000000786	ortholog_one2one	1
GATA5	ENSG00000130700	GATA5	ENSTGUP00000007955	ortholog_one2one	1
TRA2A	ENSG00000164548	TRA2A	ENSTGUP00000002880	ortholog_one2one	1
ANP32E	ENSG00000143401	ANP32E	ENSTGUP00000004677	ortholog_one2one	1
SNTG2	ENSG00000172554	SNTG2	ENSTGUP00000013344	ortholog_one2one	1
NDUFB8	ENSG00000166136	NDUFB8	ENSTGUP00000034696	ortholog_one2one	0
	ENSG00000169018	FEM1B	ENSTGUP00000009903	ortholog_one2many	1
SPON2	ENSG00000159674	SPON2	ENSTGUP00000011002	ortholog_one2one	1
	ENSG00000147799	ARHGAP39	ENSTGUP00000015374	ortholog_one2many	1
	ENSG00000101115	SALL4	ENSTGUP00000037208	ortholog_one2many	1
RAB5C	ENSG00000108774	RAB5C	ENSTGUP00000002630	ortholog_one2one	1
					
DNAJB14	ENSG00000164031	DNAJB14	ENSTGUP00000037309	ortholog_one2one	1
MAPRE1	ENSG00000101367	MAPRE1	ENSTGUP00000037703	ortholog_one2one	1
PTER	ENSG00000165983	PTER	ENSTGUP00000022670	ortholog_one2one	1
	ENSG00000104892	KLC3	ENSTGUP00000004961	ortholog_many2many	1
	ENSG00000137171	KLC4	ENSTGUP00000004961	ortholog_many2many	1
APOD	ENSG00000189058	APOD	ENSTGUP00000009263	ortholog_one2one	1
GPR107	ENSG00000148358	GPR107	ENSTGUP00000033773	ortholog_one2one	1
	ENSG00000009790	TRAF3IP3	ENSTGUP00000001540	ortholog_one2many	0
	ENSG00000120910	PPP3CC	ENSTGUP00000027382	ortholog_one2many	1
	ENSG00000101608	MYL12A	ENSTGUP00000010344	ortholog_one2many	1
	ENSG00000118680	MYL12B	ENSTGUP00000010344	ortholog_one2many	1
MSTN	ENSG00000138379	MSTN	ENSTGUP00000011196	ortholog_one2one	1
CHD1	ENSG00000153922	CHD1	ENSTGUP00000001259	ortholog_one2one	1
	ENSG00000090686	USP48	ENSTGUP00000032596	ortholog_one2many	1
NAT10	ENSG00000135372	NAT10	ENSTGUP00000035068	ortholog_one2one	1
					
tgu-mir-7645					
					
CELSR2	ENSG00000143126	CELSR2	ENSTGUP00000028745	ortholog_one2one	1
5S_rRNA					
					
IFT52	ENSG00000101052	IFT52	ENSTGUP00000004599	ortholog_one2one	1
	ENSG00000239887	C1orf226	ENSTGUP00000025443	ortholog_one2many	0
	ENSG00000198929	NOS1AP	ENSTGUP00000025443	ortholog_one2many	1
	ENSG00000067048	DDX3Y	ENSTGUP00000022785	ortholog_one2many	1
	ENSG00000215301	DDX3X	ENSTGUP00000022785	ortholog_one2many	1
TMEM170A	ENSG00000166822	TMEM170A	ENSTGUP00000026066	ortholog_one2one	1
NXPH3	ENSG00000182575	NXPH3	ENSTGUP00000029447	ortholog_one2one	1
					
POU2AF2	ENSG00000150750	POU2AF2	ENSTGUP00000000362	ortholog_one2one	1
5S_rRNA					
RAB27A	ENSG00000069974	RAB27A	ENSTGUP00000023291	ortholog_one2one	1
	ENSG00000096996	IL12RB1	ENSTGUP00000034101	ortholog_one2one	0
					
					
5S_rRNA					
	ENSG00000137809	ITGA11	ENSTGUP00000028422	ortholog_one2many	1
tgu-mir-2986					
RBBP8NL	ENSG00000130701	RBBP8NL	ENSTGUP00000035265	ortholog_one2one	1
					
CCDC126	ENSG00000169193	CCDC126	ENSTGUP00000002883	ortholog_one2one	1
					
PLCB4	ENSG00000101333	PLCB4	ENSTGUP00000030698	ortholog_one2one	1
PRKCE	ENSG00000171132	PRKCE	ENSTGUP00000035995	ortholog_one2one	1
PEX16	ENSG00000121680	PEX16	ENSTGUP00000011036	ortholog_one2one	1
5S_rRNA					
LAMTOR3	ENSG00000109270	LAMTOR3	ENSTGUP00000030181	ortholog_one2one	1
PMS1	ENSG00000064933	PMS1	ENSTGUP00000011211	ortholog_one2one	1
	ENSG00000106733	NMRK1	ENSTGUP00000000781	ortholog_one2one	0
POU2AF3	ENSG00000214290	POU2AF3	ENSTGUP00000033103	ortholog_one2one	1
RSL24D1	ENSG00000137876	RSL24D1	ENSTGUP00000035327	ortholog_one2one	1
NGFR	ENSG00000064300	NGFR	ENSTGUP00000036482	ortholog_one2one	1
					
					
	ENSG00000184203	PPP1R2	ENSTGUP00000024931	ortholog_one2many	1
	ENSG00000231989	PPP1R2B	ENSTGUP00000024931	ortholog_one2many	1
					
CACNA1C	ENSG00000151067	CACNA1C	ENSTGUP00000020397	ortholog_one2one	1
MCHR1	ENSG00000128285	MCHR1	ENSTGUP00000018600	ortholog_one2one	1
5S_rRNA					
DNAJC8	ENSG00000126698	DNAJC8	ENSTGUP00000000919	ortholog_one2one	1
	ENSG00000117594	HSD11B1	ENSTGUP00000034240	ortholog_one2many	1
APH1A	ENSG00000117362	APH1A	ENSTGUP00000038690	ortholog_one2one	1
					
					
					
					
LINGO2	ENSG00000174482	LINGO2	ENSTGUP00000032606	ortholog_one2one	1
SKP2	ENSG00000145604	SKP2	ENSTGUP00000002086	ortholog_one2one	1
DNMT3B	ENSG00000088305	DNMT3B	ENSTGUP00000020744	ortholog_one2one	1
5S_rRNA					
SGTA	ENSG00000104969	SGTA	ENSTGUP00000000853	ortholog_one2one	1
					
FAM221A	ENSG00000188732	FAM221A	ENSTGUP00000002887	ortholog_one2one	1
NUDT4	ENSG00000177144	NUDT4B	ENSTGUP00000008505	ortholog_one2many	1
NUDT4	ENSG00000173598	NUDT4	ENSTGUP00000008505	ortholog_one2many	1
tgu-mir-2962					
					
DDR2	ENSG00000162733	DDR2	ENSTGUP00000031984	ortholog_one2one	1
					
					
5S_rRNA					
VPS13A	ENSG00000197969	VPS13A	ENSTGUP00000022082	ortholog_one2one	1
					
					
SGK2	ENSG00000101049	SGK2	ENSTGUP00000004661	ortholog_one2one	1
5S_rRNA					
	ENSG00000054793	ATP9A	ENSTGUP00000008866	ortholog_one2many	1
					
	ENSG00000113520	IL4	ENSTGUP00000001426	ortholog_one2one	0
SLC39A3	ENSG00000141873	SLC39A3	ENSTGUP00000034158	ortholog_one2one	1
					
					
CNTFR	ENSG00000122756	CNTFR	ENSTGUP00000036365	ortholog_one2one	1
5S_rRNA					
					
	ENSG00000103647	CORO2B	ENSTGUP00000021069	ortholog_one2many	1
					
MAGI1	ENSG00000151276	MAGI1	ENSTGUP00000024630	ortholog_one2one	1
PHB1	ENSG00000167085	PHB1	ENSTGUP00000029024	ortholog_one2one	1
NADK2	ENSG00000152620	NADK2	ENSTGUP00000002087	ortholog_one2one	1
NYX	ENSG00000188937	NYX	ENSTGUP00000006607	ortholog_one2one	1
5S_rRNA					
DIRAS1	ENSG00000176490	DIRAS1	ENSTGUP00000010523	ortholog_one2one	1
SEC31B	ENSG00000075826	SEC31B	ENSTGUP00000007891	ortholog_one2one	1
MINDY3	ENSG00000148481	MINDY3	ENSTGUP00000001371	ortholog_one2one	1
SMAD1	ENSG00000170365	SMAD1	ENSTGUP00000002759	ortholog_one2one	1
NPY	ENSG00000122585	NPY	ENSTGUP00000032290	ortholog_one2one	1
CASKIN2	ENSG00000177303	CASKIN2	ENSTGUP00000020449	ortholog_one2one	1
	ENSG00000120896	SORBS3	ENSTGUP00000037996	ortholog_one2many	0
5S_rRNA					
					
MAPK8IP1	ENSG00000121653	MAPK8IP1	ENSTGUP00000011045	ortholog_one2one	1
PTK7	ENSG00000112655	PTK7	ENSTGUP00000004924	ortholog_one2one	1
DAPP1	ENSG00000070190	DAPP1	ENSTGUP00000003579	ortholog_one2one	1
CA14	ENSG00000118298	CA14	ENSTGUP00000023685	ortholog_one2one	1
					
MYOM1	ENSG00000101605	MYOM1	ENSTGUP00000010386	ortholog_one2one	1
IL13RA1	ENSG00000131724	IL13RA1	ENSTGUP00000003326	ortholog_one2one	1
	ENSG00000204501	PRAMEF15	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000204505	PRAMEF9	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000280267	PRAMEF26	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000120952	PRAMEF2	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000279169	PRAMEF13	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000182330	PRAMEF8	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000185686	PRAME	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000229571	PRAMEF25	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000243073	PRAMEF4	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000204510	PRAMEF7	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000274764	PRAMEF27	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000270601	PRAMEF5	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000279804	PRAMEF18	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000116726	PRAMEF12	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000204478	PRAMEF20	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000187545	PRAMEF10	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000116721	PRAMEF1	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000239810	PRAMEF11	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000232423	PRAMEF6	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000204481	PRAMEF14	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000160959	LRRC14	ENSTGUP00000037662	ortholog_many2many	1
	ENSG00000204480	PRAMEF19	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000237700	PRAMEF33	ENSTGUP00000037662	ortholog_many2many	0
	ENSG00000204479	PRAMEF17	ENSTGUP00000037662	ortholog_many2many	0
BCAR1	ENSG00000050820	BCAR1	ENSTGUP00000025130	ortholog_one2one	1
MRPL22	ENSG00000082515	MRPL22	ENSTGUP00000028256	ortholog_one2one	1
	ENSG00000133246	PRAM1	ENSTGUP00000034823	ortholog_one2one	0
SNCB	ENSG00000074317	SNCB	ENSTGUP00000032423	ortholog_one2one	1
					
5S_rRNA					
CABLES2	ENSG00000149679	CABLES2	ENSTGUP00000007970	ortholog_one2one	1
					
PALS2	ENSG00000105926	PALS2	ENSTGUP00000002901	ortholog_one2one	1
GNG7	ENSG00000176533	GNG7	ENSTGUP00000000842	ortholog_one2one	1
UBE2N	ENSG00000177889	UBE2N	ENSTGUP00000025575	ortholog_one2one	1
					
					
					
5S_rRNA					
UNC13C	ENSG00000137766	UNC13C	ENSTGUP00000006787	ortholog_one2one	1
MMAA	ENSG00000151611	MMAA	ENSTGUP00000021871	ortholog_one2one	1
ORMDL1	ENSG00000128699	ORMDL1	ENSTGUP00000035509	ortholog_one2one	1
RADX	ENSG00000147231	RADX	ENSTGUP00000003335	ortholog_one2one	1
					
	ENSG00000139223	ANP32D	ENSTGUP00000024914	ortholog_many2many	0
	ENSG00000140350	ANP32A	ENSTGUP00000024914	ortholog_many2many	1
tgu-mir-2994					
SRBD1	ENSG00000068784	SRBD1	ENSTGUP00000004007	ortholog_one2one	1
					
PTAFR	ENSG00000169403	PTAFR	ENSTGUP00000028160	ortholog_one2one	1
	ENSG00000168710	AHCYL1	ENSTGUP00000027822	ortholog_one2many	0
ACAP2	ENSG00000114331	ACAP2	ENSTGUP00000034305	ortholog_one2one	1
	ENSG00000106789	CORO2A	ENSTGUP00000001457	ortholog_one2one	0
	ENSG00000178718	RPP25	ENSTGUP00000021944	ortholog_one2many	1
	ENSG00000123689	G0S2	ENSTGUP00000018115	ortholog_one2many	1
LAMP5	ENSG00000125869	LAMP5	ENSTGUP00000006374	ortholog_one2one	1
					
					
SLC32A1	ENSG00000101438	SLC32A1	ENSTGUP00000004665	ortholog_one2one	1
COX5A	ENSG00000178741	COX5A	ENSTGUP00000004009	ortholog_one2one	1
	ENSG00000120896	SORBS3	ENSTGUP00000024037	ortholog_one2many	0
GADD45B	ENSG00000099860	GADD45B	ENSTGUP00000025803	ortholog_one2one	1
					
					
POLE4	ENSG00000115350	POLE4	ENSTGUP00000000104	ortholog_one2one	1
SRF	ENSG00000112658	SRF	ENSTGUP00000004884	ortholog_one2one	1
					
	ENSG00000196878	LAMB3	ENSTGUP00000001549	ortholog_one2many	1
					
	ENSG00000255346	NOX5	ENSTGUP00000022569	ortholog_one2many	1
OSGEPL1	ENSG00000128694	OSGEPL1	ENSTGUP00000011216	ortholog_one2one	1
HSD17B7	ENSG00000132196	HSD17B7	ENSTGUP00000017370	ortholog_one2one	1
MAST3	ENSG00000099308	MAST3	ENSTGUP00000022943	ortholog_one2one	1
OSTF1	ENSG00000134996	OSTF1	ENSTGUP00000000778	ortholog_one2one	1
					
					
KIF3A	ENSG00000131437	KIF3A	ENSTGUP00000001435	ortholog_one2one	1
RANBP3L	ENSG00000164188	RANBP3L	ENSTGUP00000002088	ortholog_one2one	1
GNAT2	ENSG00000134183	GNAT2	ENSTGUP00000001164	ortholog_one2one	1
CASK	ENSG00000147044	CASK	ENSTGUP00000025879	ortholog_one2one	1
					
					
RPS21	ENSG00000171858	RPS21	ENSTGUP00000038541	ortholog_one2one	1
					
ARHGAP40	ENSG00000124143	ARHGAP40	ENSTGUP00000004688	ortholog_one2one	1
	ENSG00000168925	CTRB1	ENSTGUP00000006573	ortholog_many2many	1
	ENSG00000168928	CTRB2	ENSTGUP00000006573	ortholog_many2many	0
					
					
	ENSG00000120913	PDLIM2	ENSTGUP00000025415	ortholog_one2many	1
GSDME	ENSG00000105928	GSDME	ENSTGUP00000002910	ortholog_one2one	1
C4orf54	ENSG00000248713	C4orf54	ENSTGUP00000037306	ortholog_one2one	1
MRPL42	ENSG00000198015	MRPL42	ENSTGUP00000008523	ortholog_one2one	1
ZNF652	ENSG00000198740	ZNF652	ENSTGUP00000003565	ortholog_one2one	1
					
GNAI3	ENSG00000065135	GNAI3	ENSTGUP00000001170	ortholog_one2one	1
	ENSG00000178761	FAM219B	ENSTGUP00000004014	ortholog_one2many	1
5S_rRNA					
TBC1D2	ENSG00000095383	TBC1D2	ENSTGUP00000018655	ortholog_one2one	1
DCP1B	ENSG00000151065	DCP1B	ENSTGUP00000036884	ortholog_one2one	1
WNT8B	ENSG00000075290	WNT8B	ENSTGUP00000007902	ortholog_one2one	1
5S_rRNA					
ZNF827	ENSG00000151612	ZNF827	ENSTGUP00000002743	ortholog_one2one	1
SLC1A3	ENSG00000079215	SLC1A3	ENSTGUP00000002101	ortholog_one2one	1
CCNI2	ENSG00000205089	CCNI2	ENSTGUP00000015944	ortholog_one2one	1
COMMD7	ENSG00000149600	COMMD7	ENSTGUP00000034043	ortholog_one2one	1
	ENSG00000178078	STAP2	ENSTGUP00000019758	ortholog_one2one	0
KAT2A	ENSG00000108773	KAT2A	ENSTGUP00000029279	ortholog_one2one	1
OLFML2B	ENSG00000162745	OLFML2B	ENSTGUP00000017358	ortholog_one2one	1
5S_rRNA					
PCSK5	ENSG00000099139	PCSK5	ENSTGUP00000000773	ortholog_one2one	1
PRPF3	ENSG00000117360	PRPF3	ENSTGUP00000004716	ortholog_one2one	1
					
BTG4	ENSG00000137707	BTG4	ENSTGUP00000000354	ortholog_one2one	1
5S_rRNA					
GPR61	ENSG00000156097	GPR61	ENSTGUP00000001172	ortholog_one2one	1
PHOSPHO1	ENSG00000173868	PHOSPHO1	ENSTGUP00000023162	ortholog_one2one	1
IL11RA	ENSG00000137070	IL11RA	ENSTGUP00000038537	ortholog_one2one	1
	ENSG00000147439	BIN3	ENSTGUP00000015367	ortholog_one2many	1
EIF4E1B	ENSG00000175766	EIF4E1B	ENSTGUP00000032365	ortholog_one2one	1
MTTP	ENSG00000138823	MTTP	ENSTGUP00000003564	ortholog_one2one	1
					
CRY2	ENSG00000121671	CRY2	ENSTGUP00000011066	ortholog_one2one	1
ASNSD1	ENSG00000138381	ASNSD1	ENSTGUP00000011221	ortholog_one2one	1
	ENSG00000178802	MPI	ENSTGUP00000024518	ortholog_one2many	1
CRADD	ENSG00000169372	CRADD	ENSTGUP00000027539	ortholog_one2one	1
5S_rRNA					
tgu-mir-34c-2	ENSG00000207811	MIR34B	ENSTGUT00000018667	ortholog_one2one	1
5S_rRNA					
AMIGO1	ENSG00000181754	AMIGO1	ENSTGUP00000026146	ortholog_one2one	1
					
	ENSG00000138604	GLCE	ENSTGUP00000035305	ortholog_one2many	1
tgu-mir-34b	ENSG00000207562	MIR34C	ENSTGUT00000018769	ortholog_one2one	1
					
ABI3	ENSG00000108798	ABI3	ENSTGUP00000019355	ortholog_one2one	1
	ENSG00000197616	MYH6	ENSTGUP00000024467	ortholog_one2many	0
PAK5	ENSG00000101349	PAK5	ENSTGUP00000022625	ortholog_one2one	1
5S_rRNA					
					
					
					
					
					
5S_rRNA					
OSBPL3	ENSG00000070882	OSBPL3	ENSTGUP00000002948	ortholog_one2one	1
LAYN	ENSG00000204381	LAYN	ENSTGUP00000000353	ortholog_one2one	1
ATXN7L2	ENSG00000162650	ATXN7L2	ENSTGUP00000032557	ortholog_one2one	1
					
					
					
SIX2	ENSG00000170577	SIX2	ENSTGUP00000003980	ortholog_one2one	1
5S_rRNA					
					
SBF2	ENSG00000133812	SBF2	ENSTGUP00000025694	ortholog_one2one	1
5S_rRNA					
LAMA5	ENSG00000130702	LAMA5	ENSTGUP00000008041	ortholog_one2one	1
ATF6	ENSG00000118217	ATF6	ENSTGUP00000017350	ortholog_one2one	1
					
PRIMA1	ENSG00000175785	PRIMA1	ENSTGUP00000037243	ortholog_one2one	1
					
TMEM94	ENSG00000177728	TMEM94	ENSTGUP00000008865	ortholog_one2one	1
5S_rRNA					
SIX3	ENSG00000138083	SIX3	ENSTGUP00000003970	ortholog_one2one	1
SCD	ENSG00000099194	SCD	ENSTGUP00000029259	ortholog_one2one	1
					
ABTB2	ENSG00000166016	ABTB2	ENSTGUP00000005869	ortholog_one2one	1
					
					
5S_rRNA					
					
IGF2BP1	ENSG00000159217	IGF2BP1	ENSTGUP00000016545	ortholog_one2one	1
					
					
					
ACTR5	ENSG00000101442	ACTR5	ENSTGUP00000004703	ortholog_one2one	1
	ENSG00000008118	CAMK1G	ENSTGUP00000001554	ortholog_one2many	1
5S_rRNA					
SLC35C1	ENSG00000181830	SLC35C1	ENSTGUP00000011071	ortholog_one2one	1
TRMT10A	ENSG00000145331	TRMT10A	ENSTGUP00000019345	ortholog_one2one	1
SIK2	ENSG00000170145	SIK2	ENSTGUP00000000349	ortholog_one2one	1
					
PLXNC1	ENSG00000136040	PLXNC1	ENSTGUP00000008558	ortholog_one2one	1
NDUFA7	ENSG00000267855	NDUFA7	ENSTGUP00000029092	ortholog_one2one	1
					
5S_rRNA					
NIPBL	ENSG00000164190	NIPBL	ENSTGUP00000023990	ortholog_one2one	1
					
					
SGCD	ENSG00000170624	SGCD	ENSTGUP00000036207	ortholog_one2one	1
ITGA8	ENSG00000077943	ITGA8	ENSTGUP00000001390	ortholog_one2one	1
NOL4L	ENSG00000197183	NOL4L	ENSTGUP00000006653	ortholog_one2one	1
5S_rRNA					
CACNA2D4	ENSG00000151062	CACNA2D4	ENSTGUP00000019981	ortholog_one2one	1
SEPTIN8	ENSG00000164402	SEPTIN8	ENSTGUP00000001448	ortholog_one2one	1
	ENSG00000140497	SCAMP2	ENSTGUP00000034931	ortholog_one2many	1
	ENSG00000168476	REEP4	ENSTGUP00000036901	ortholog_one2many	1
	ENSG00000112659	CUL9	ENSTGUP00000029056	ortholog_many2many	1
	ENSG00000044090	CUL7	ENSTGUP00000029056	ortholog_many2many	0
ARSK	ENSG00000164291	ARSK	ENSTGUP00000000758	ortholog_one2one	1
CAMKMT	ENSG00000143919	CAMKMT	ENSTGUP00000003966	ortholog_one2one	1
					
RPRD2	ENSG00000163125	RPRD2	ENSTGUP00000004728	ortholog_one2one	1
CHST1	ENSG00000175264	CHST1	ENSTGUP00000031007	ortholog_one2one	1
ANKEF1	ENSG00000132623	ANKEF1	ENSTGUP00000006333	ortholog_one2one	1
					
					
5S_rRNA					
	ENSG00000101096	NFATC2	ENSTGUP00000026135	ortholog_one2many	1
KANK3	ENSG00000186994	KANK3	ENSTGUP00000031198	ortholog_one2one	1
					
WDR72	ENSG00000166415	WDR72	ENSTGUP00000006816	ortholog_one2one	1
					
SLC40A1	ENSG00000138449	SLC40A1	ENSTGUP00000028589	ortholog_one2one	1
SYPL2	ENSG00000143028	SYPL2	ENSTGUP00000026364	ortholog_one2one	1
					
ALG9	ENSG00000086848	ALG9	ENSTGUP00000000335	ortholog_one2one	1
	ENSG00000172955	ADH6	ENSTGUP00000037687	ortholog_many2many	1
XXYLT1	ENSG00000173950	XXYLT1	ENSTGUP00000027008	ortholog_one2one	1
ELP1	ENSG00000070061	ELP1	ENSTGUP00000001483	ortholog_one2one	1
	ENSG00000137819	PAQR5	ENSTGUP00000035785	ortholog_one2many	1
ASB2	ENSG00000100628	ASB2	ENSTGUP00000029520	ortholog_one2one	1
PPP1R16B	ENSG00000101445	PPP1R16B	ENSTGUP00000004731	ortholog_one2one	1
PLXNA2	ENSG00000076356	PLXNA2	ENSTGUP00000036875	ortholog_one2one	1
					
PREPL	ENSG00000138078	PREPL	ENSTGUP00000003947	ortholog_one2one	1
	ENSG00000140474	ULK3	ENSTGUP00000038116	ortholog_one2many	1
ONECUT1	ENSG00000169856	ONECUT1	ENSTGUP00000006820	ortholog_one2one	1
					
					
	ENSG00000214021	TTLL3	ENSTGUP00000006321	ortholog_one2many	0
					
					
PIK3R2	ENSG00000105647	PIK3R2	ENSTGUP00000020249	ortholog_one2one	1
ATP5MC1	ENSG00000159199	ATP5MC1	ENSTGUP00000025009	ortholog_one2one	1
					
ASXL1	ENSG00000171456	ASXL1	ENSTGUP00000006670	ortholog_one2one	1
					
	ENSG00000213563	C8orf82	ENSTGUP00000019318	ortholog_one2many	1
LSM6	ENSG00000164167	LSM6	ENSTGUP00000030461	ortholog_one2one	1
NPVF	ENSG00000105954	NPVF	ENSTGUP00000002951	ortholog_one2one	1
UNC5A	ENSG00000113763	UNC5A	ENSTGUP00000000511	ortholog_one2one	1
					
	ENSG00000214558	ZC3H11C	ENSTGUP00000017748	ortholog_one2many	1
	ENSG00000058673	ZC3H11A	ENSTGUP00000017748	ortholog_one2many	1
	ENSG00000215817	ZC3H11B	ENSTGUP00000017748	ortholog_one2many	1
FAM43A	ENSG00000185112	FAM43A	ENSTGUP00000009337	ortholog_one2one	1
	ENSG00000137807	KIF23	ENSTGUP00000023728	ortholog_one2many	1
					
ATOSA	ENSG00000047346	ATOSA	ENSTGUP00000006829	ortholog_one2one	1
FAM83D	ENSG00000101447	FAM83D	ENSTGUP00000038710	ortholog_one2one	1
					
SKIC3	ENSG00000198677	SKIC3	ENSTGUP00000000752	ortholog_one2one	1
